# truecount	recall	nodecounts	precision	adjaccuracy	truenodecounts	f1score	accuracy
1.800000000000000000e+01 6.111111111111111605e-01 9.300000000000000000e+01 9.166666666666666297e-01 5.789473684210526550e-01 2.400000000000000000e+01 7.333333333333332815e-01 5.789473684210526550e-01
1.600000000000000000e+01 6.875000000000000000e-01 9.300000000000000000e+01 2.558139534883721034e-01 2.291666666666666574e-01 5.100000000000000000e+01 3.728813559322033955e-01 2.291666666666666574e-01
1.400000000000000000e+01 8.571428571428570953e-01 9.300000000000000000e+01 5.999999999999999778e-01 5.454545454545454142e-01 4.300000000000000000e+01 7.058823529411765163e-01 5.454545454545454142e-01
1.600000000000000000e+01 6.875000000000000000e-01 9.300000000000000000e+01 2.186878727634194997e-02 2.165354330708661387e-02 7.000000000000000000e+01 4.238921001926782006e-02 2.165354330708661387e-02
1.120000000000000000e+02 5.000000000000000000e-01 9.300000000000000000e+01 9.824561403508771384e-01 4.955752212389380462e-01 9.900000000000000000e+01 6.627218934911243142e-01 4.955752212389380462e-01
2.010000000000000000e+02 5.174129353233830608e-01 9.300000000000000000e+01 6.615776081424935839e-02 6.231276213301378125e-02 9.700000000000000000e+01 1.173152848279751803e-01 6.231276213301378125e-02
1.570000000000000000e+02 5.031847133757961776e-01 9.300000000000000000e+01 1.104895104895104868e-01 9.962168978562421784e-02 9.900000000000000000e+01 1.811926605504587118e-01 9.962168978562421784e-02
1.800000000000000000e+01 5.000000000000000000e-01 9.300000000000000000e+01 9.000000000000000222e-01 4.736842105263157632e-01 9.900000000000000000e+01 6.428571428571429047e-01 4.736842105263157632e-01
2.040000000000000000e+02 5.245098039215686514e-01 9.300000000000000000e+01 4.672489082969432522e-02 4.482614160033514955e-02 1.000000000000000000e+02 8.580593424218123377e-02 4.482614160033514955e-02
2.100000000000000000e+01 7.142857142857143016e-01 9.300000000000000000e+01 1.053370786516853903e-02 1.048951048951048994e-02 4.500000000000000000e+01 2.076124567474048332e-02 1.048951048951048994e-02
1.600000000000000000e+01 7.500000000000000000e-01 9.300000000000000000e+01 1.739130434782608647e-01 1.643835616438356073e-01 3.300000000000000000e+01 2.823529411764705843e-01 1.643835616438356073e-01
2.000000000000000000e+01 5.999999999999999778e-01 9.300000000000000000e+01 8.000000000000000444e-01 5.217391304347825942e-01 6.600000000000000000e+01 6.857142857142857206e-01 5.217391304347825942e-01
1.400000000000000000e+01 7.857142857142856984e-01 9.300000000000000000e+01 9.166666666666666297e-01 7.333333333333332815e-01 3.100000000000000000e+01 8.461538461538461453e-01 7.333333333333332815e-01
1.400000000000000000e+01 7.857142857142856984e-01 9.300000000000000000e+01 7.857142857142856984e-01 6.470588235294117974e-01 3.300000000000000000e+01 7.857142857142856984e-01 6.470588235294117974e-01
2.560000000000000000e+02 5.039062500000000000e-01 9.300000000000000000e+01 5.346042271031910265e-02 5.078740157480315237e-02 9.800000000000000000e+01 9.666541775946047022e-02 5.078740157480315237e-02
2.720000000000000000e+02 5.110294117647058432e-01 9.300000000000000000e+01 2.521313259568293275e-02 2.461919943322706320e-02 1.000000000000000000e+02 4.805531547104580775e-02 2.461919943322706320e-02
2.640000000000000000e+02 5.075757575757575690e-01 9.300000000000000000e+01 9.171800136892539757e-02 8.422375864236329723e-02 1.000000000000000000e+02 1.553623188405797162e-01 8.422375864236329723e-02
2.690000000000000000e+02 5.055762081784386242e-01 9.300000000000000000e+01 5.252993433758208069e-02 4.996326230712710981e-02 9.900000000000000000e+01 9.517144856543037490e-02 4.996326230712710981e-02
4.400000000000000000e+01 5.000000000000000000e-01 9.300000000000000000e+01 9.166666666666666297e-01 4.782608695652174058e-01 9.900000000000000000e+01 6.470588235294117974e-01 4.782608695652174058e-01
2.700000000000000000e+01 5.555555555555555802e-01 9.300000000000000000e+01 2.431118314424635454e-02 2.384737678855326087e-02 9.900000000000000000e+01 4.658385093167701635e-02 2.384737678855326087e-02
2.200000000000000000e+01 6.818181818181817677e-01 9.300000000000000000e+01 2.057613168724279837e-02 2.038043478260869595e-02 8.800000000000000000e+01 3.994673768308921319e-02 2.038043478260869595e-02
2.400000000000000000e+01 7.083333333333333703e-01 9.300000000000000000e+01 1.495162708883025424e-02 1.486013986013986002e-02 7.900000000000000000e+01 2.928509905254091453e-02 1.486013986013986002e-02
2.000000000000000000e+01 6.999999999999999556e-01 9.300000000000000000e+01 1.799485861182519367e-02 1.785714285714285615e-02 6.300000000000000000e+01 3.508771929824561209e-02 1.785714285714285615e-02
2.700000000000000000e+01 5.925925925925925597e-01 9.300000000000000000e+01 3.018867924528301910e-02 2.957486136783733788e-02 6.900000000000000000e+01 5.745062836624775793e-02 2.957486136783733788e-02
1.900000000000000000e+01 8.421052631578946901e-01 9.300000000000000000e+01 7.550731477111845454e-03 7.540056550424127993e-03 5.500000000000000000e+01 1.496725912067352685e-02 7.540056550424127993e-03
3.600000000000000000e+01 5.277777777777777901e-01 9.300000000000000000e+01 9.562154001006541865e-03 9.481037924151697327e-03 9.300000000000000000e+01 1.878398418190805816e-02 9.481037924151697327e-03
2.800000000000000000e+01 6.785714285714286031e-01 9.300000000000000000e+01 1.402214022140221318e-02 1.392961876832844552e-02 7.800000000000000000e+01 2.747650036153289829e-02 1.392961876832844552e-02
2.700000000000000000e+01 6.666666666666666297e-01 9.300000000000000000e+01 2.269861286254729049e-02 2.244389027431421477e-02 6.400000000000000000e+01 4.390243902439024126e-02 2.244389027431421477e-02
2.800000000000000000e+01 6.428571428571429047e-01 9.300000000000000000e+01 1.018099547511312243e-02 1.012373453318335219e-02 7.200000000000000000e+01 2.004454342984409929e-02 1.012373453318335219e-02
1.700000000000000000e+01 6.470588235294117974e-01 9.300000000000000000e+01 1.000000000000000000e+00 6.470588235294117974e-01 2.200000000000000000e+01 7.857142857142856984e-01 6.470588235294117974e-01
7.000000000000000000e+00 1.000000000000000000e+00 9.300000000000000000e+01 8.750000000000000000e-01 8.750000000000000000e-01 2.200000000000000000e+01 9.333333333333333481e-01 8.750000000000000000e-01
8.000000000000000000e+00 1.000000000000000000e+00 9.300000000000000000e+01 8.888888888888888395e-01 8.888888888888888395e-01 2.800000000000000000e+01 9.411764705882352811e-01 8.888888888888888395e-01
1.400000000000000000e+01 9.285714285714286031e-01 9.300000000000000000e+01 3.170731707317073211e-01 3.095238095238095344e-01 4.500000000000000000e+01 4.727272727272727182e-01 3.095238095238095344e-01
1.900000000000000000e+01 5.263157894736841813e-01 9.300000000000000000e+01 9.090909090909090606e-01 5.000000000000000000e-01 9.100000000000000000e+01 6.666666666666666297e-01 5.000000000000000000e-01
2.900000000000000000e+01 8.965517241379310498e-01 9.300000000000000000e+01 3.286978508217446027e-02 3.274559193954659775e-02 5.000000000000000000e+01 6.341463414634146423e-02 3.274559193954659775e-02
1.700000000000000000e+01 8.823529411764705621e-01 9.300000000000000000e+01 4.237288135593220151e-02 4.213483146067415613e-02 5.000000000000000000e+01 8.086253369272236591e-02 4.213483146067415613e-02
2.100000000000000000e+01 5.238095238095238360e-01 9.300000000000000000e+01 7.857142857142856984e-01 4.583333333333333148e-01 1.190000000000000000e+02 6.285714285714285587e-01 4.583333333333333148e-01
2.800000000000000000e+01 1.000000000000000000e+00 9.300000000000000000e+01 1.600000000000000033e-01 1.600000000000000033e-01 8.500000000000000000e+01 2.758620689655172376e-01 1.600000000000000033e-01
3.200000000000000000e+01 8.750000000000000000e-01 9.300000000000000000e+01 1.302325581395348819e-01 1.278538812785388057e-01 8.900000000000000000e+01 2.267206477732793546e-01 1.278538812785388057e-01
3.200000000000000000e+01 8.750000000000000000e-01 9.300000000000000000e+01 1.421319796954314818e-01 1.393034825870646809e-01 6.300000000000000000e+01 2.445414847161571925e-01 1.393034825870646809e-01
2.900000000000000000e+01 5.862068965517240882e-01 9.300000000000000000e+01 1.000000000000000000e+00 5.862068965517240882e-01 5.900000000000000000e+01 7.391304347826086474e-01 5.862068965517240882e-01
1.300000000000000000e+01 1.000000000000000000e+00 9.300000000000000000e+01 3.823529411764705621e-01 3.823529411764705621e-01 3.100000000000000000e+01 5.531914893617021489e-01 3.823529411764705621e-01
2.100000000000000000e+01 7.619047619047618625e-01 9.300000000000000000e+01 2.461538461538461675e-01 2.285714285714285643e-01 7.800000000000000000e+01 3.720930232558139483e-01 2.285714285714285643e-01
3.900000000000000000e+01 8.717948717948718063e-01 9.300000000000000000e+01 7.906976744186046402e-02 7.816091954022988397e-02 5.200000000000000000e+01 1.449893390191897558e-01 7.816091954022988397e-02
3.600000000000000000e+01 7.777777777777777901e-01 9.300000000000000000e+01 1.372549019607843257e-01 1.320754716981132060e-01 1.050000000000000000e+02 2.333333333333333370e-01 1.320754716981132060e-01
3.100000000000000000e+01 8.387096774193548709e-01 9.300000000000000000e+01 1.585365853658536606e-01 1.538461538461538547e-01 5.700000000000000000e+01 2.666666666666666630e-01 1.538461538461538547e-01
3.000000000000000000e+01 5.666666666666666519e-01 9.300000000000000000e+01 8.947368421052631637e-01 5.312500000000000000e-01 7.600000000000000000e+01 6.938775510204081565e-01 5.312500000000000000e-01
3.500000000000000000e+01 8.000000000000000444e-01 9.300000000000000000e+01 9.150326797385620325e-02 8.945686900958466081e-02 8.200000000000000000e+01 1.642228739002932481e-01 8.945686900958466081e-02
2.400000000000000000e+01 6.666666666666666297e-01 9.300000000000000000e+01 8.888888888888888395e-01 6.153846153846154188e-01 4.700000000000000000e+01 7.619047619047618625e-01 6.153846153846154188e-01
1.100000000000000000e+01 8.181818181818182323e-01 9.300000000000000000e+01 9.000000000000000222e-01 7.500000000000000000e-01 2.600000000000000000e+01 8.571428571428570953e-01 7.500000000000000000e-01
1.800000000000000000e+01 6.666666666666666297e-01 9.300000000000000000e+01 1.000000000000000000e+00 6.666666666666666297e-01 3.600000000000000000e+01 8.000000000000000444e-01 6.666666666666666297e-01
1.300000000000000000e+01 6.923076923076922906e-01 9.300000000000000000e+01 1.000000000000000000e+00 6.923076923076922906e-01 3.400000000000000000e+01 8.181818181818182323e-01 6.923076923076922906e-01
1.000000000000000000e+01 8.000000000000000444e-01 9.300000000000000000e+01 2.666666666666666630e-01 2.500000000000000000e-01 2.500000000000000000e+01 4.000000000000000222e-01 2.500000000000000000e-01
1.400000000000000000e+01 9.285714285714286031e-01 9.300000000000000000e+01 1.645569620253164445e-01 1.625000000000000056e-01 4.300000000000000000e+01 2.795698924731182533e-01 1.625000000000000056e-01
1.600000000000000000e+01 8.750000000000000000e-01 9.300000000000000000e+01 7.368421052631578261e-02 7.291666666666667129e-02 3.500000000000000000e+01 1.359223300970873738e-01 7.291666666666667129e-02
1.700000000000000000e+01 7.647058823529411242e-01 9.300000000000000000e+01 1.000000000000000000e+00 7.647058823529411242e-01 3.600000000000000000e+01 8.666666666666666963e-01 7.647058823529411242e-01
1.900000000000000000e+01 1.000000000000000000e+00 9.300000000000000000e+01 7.755102040816326536e-02 7.755102040816326536e-02 3.400000000000000000e+01 1.439393939393939503e-01 7.755102040816326536e-02
3.500000000000000000e+01 8.000000000000000444e-01 9.300000000000000000e+01 2.629107981220657128e-02 2.611940298507462593e-02 1.000000000000000000e+02 5.090909090909091078e-02 2.611940298507462593e-02
1.200000000000000000e+01 8.333333333333333703e-01 9.300000000000000000e+01 4.166666666666666852e-01 3.846153846153846367e-01 2.300000000000000000e+01 5.555555555555555802e-01 3.846153846153846367e-01
1.900000000000000000e+01 8.421052631578946901e-01 9.300000000000000000e+01 7.272727272727272929e-01 6.400000000000000133e-01 4.800000000000000000e+01 7.804878048780488076e-01 6.400000000000000133e-01
2.100000000000000000e+01 8.571428571428570953e-01 9.300000000000000000e+01 5.217391304347825803e-02 5.172413793103448204e-02 1.170000000000000000e+02 9.836065573770491621e-02 5.172413793103448204e-02
2.300000000000000000e+01 9.130434782608695121e-01 9.300000000000000000e+01 5.865921787709497265e-02 5.833333333333333426e-02 6.800000000000000000e+01 1.102362204724409434e-01 5.833333333333333426e-02
1.600000000000000000e+01 9.375000000000000000e-01 9.300000000000000000e+01 2.307692307692307820e-01 2.272727272727272652e-01 4.600000000000000000e+01 3.703703703703703498e-01 2.272727272727272652e-01
4.700000000000000000e+01 9.574468085106383475e-01 9.300000000000000000e+01 7.614213197969543767e-02 7.588532883642495896e-02 1.120000000000000000e+02 1.410658307210031215e-01 7.588532883642495896e-02
3.500000000000000000e+01 9.142857142857142572e-01 9.300000000000000000e+01 4.551920341394025821e-02 4.532577903682719761e-02 8.500000000000000000e+01 8.672086720867208665e-02 4.532577903682719761e-02
2.700000000000000000e+01 8.518518518518518601e-01 9.300000000000000000e+01 1.084905660377358527e-01 1.064814814814814825e-01 6.100000000000000000e+01 1.924686192468619272e-01 1.064814814814814825e-01
3.200000000000000000e+01 5.937500000000000000e-01 9.300000000000000000e+01 9.047619047619047672e-01 5.588235294117647189e-01 1.050000000000000000e+02 7.169811320754716499e-01 5.588235294117647189e-01
2.200000000000000000e+01 6.818181818181817677e-01 9.300000000000000000e+01 4.838709677419354982e-01 3.947368421052631637e-01 7.100000000000000000e+01 5.660377358490565891e-01 3.947368421052631637e-01
2.400000000000000000e+01 8.333333333333333703e-01 9.300000000000000000e+01 6.644518272425249672e-02 6.557377049180328210e-02 9.500000000000000000e+01 1.230769230769230838e-01 6.557377049180328210e-02
